model_id,optimal_model_id,channel,date,spend,revenue
UK B&M,1_100_1,Bing,2022-05-07,99.96547520912641,90.37033113673442
UK B&M,1_100_1,Bing,2022-05-08,114.97274723288818,156.71663021114858
UK B&M,1_100_1,Bing,2022-05-09,113.21066934633004,138.4338627532468
UK B&M,1_100_1,Bing,2022-05-10,85.07610950823378,130.97955393203583
UK B&M,1_100_1,Bing,2022-05-11,86.43640128482387,114.09160547670227
UK B&M,1_100_1,Bing,2022-05-12,120.0554017739461,96.3422846036123
UK B&M,1_100_1,Bing,2022-05-13,127.87264864235476,109.76269166791992
UK B&M,1_100_1,Bing,2022-05-14,117.94698218658144,147.19427881246403
UK B&M,1_100_1,Bing,2022-05-15,101.1808693910949,101.11376962628249
UK B&M,1_100_1,Bing,2022-05-16,46.51054642013349,107.36906291627498
UK B&M,1_100_1,Bing,2022-05-17,99.76967086908856,130.37451533501712
UK B&M,1_100_1,Bing,2022-05-18,107.48489065876302,113.43095300303625
UK B&M,1_100_1,Bing,2022-05-19,105.91616886433366,100.28155151761261
UK B&M,1_100_1,Bing,2022-05-20,68.10736938560022,72.69663603088397
UK B&M,1_100_1,Bing,2022-05-21,102.69460052190836,120.05021697175272
UK B&M,1_100_1,Bing,2022-05-22,97.57709326631966,131.1047740779542
UK B&M,1_100_1,Bing,2022-05-23,117.20371892449235,104.93314947640658
UK B&M,1_100_1,Bing,2022-05-24,55.35104960622885,108.28333207182027
UK B&M,1_100_1,Bing,2022-05-25,99.69461135606838,96.36850631768596
UK B&M,1_100_1,Bing,2022-05-26,96.18920681191011,122.8261087568859
UK B&M,1_100_1,Bing,2022-05-27,100.5036478565437,146.15264502388837
UK B&M,1_100_1,Bing,2022-05-28,94.02422643473909,133.82433813448242
UK B&M,1_100_1,Bing,2022-05-29,140.8752342596749,154.68561751350836
UK B&M,1_100_1,Bing,2022-05-30,84.28989169953127,84.33392090939059
UK B&M,1_100_1,Bing,2022-05-31,81.33945265046583,104.28964201833472
UK B&M,1_100_1,Bing,2022-06-01,109.2192290275627,124.7111561950348
UK B&M,1_100_1,Bing,2022-06-02,89.67104099692574,107.28675310991294
UK B&M,1_100_1,Bing,2022-06-03,119.84500266623307,128.42525206224616
UK B&M,1_100_1,Bing,2022-06-04,86.7307142950311,108.86433510181814
UK B&M,1_100_1,Bing,2022-06-05,79.46379147380051,82.55307489291398
UK B&M,1_100_1,Bing,2022-06-06,107.02801533038418,119.4604278032081
UK B&M,1_100_1,Bing,2022-06-07,96.47968695437709,99.47589700217992
UK B&M,1_100_1,Bing,2022-06-08,164.29488255170276,122.9262521027824
UK B&M,1_100_1,Bing,2022-06-09,74.1038206107661,122.6608305823877
UK B&M,1_100_1,Bing,2022-06-10,80.35717112016602,85.83721528784469
UK B&M,1_100_1,Bing,2022-06-11,171.33246038270136,118.14262261099954
UK B&M,1_100_1,Bing,2022-06-12,113.54643069746196,137.625891359825
UK B&M,1_100_1,Bing,2022-06-13,109.69405623310877,143.5996213019758
UK B&M,1_100_1,Bing,2022-06-14,100.385245618707,87.95278730142513
UK B&M,1_100_1,Bing,2022-06-15,93.49368800923946,136.6050442724673
UK B&M,1_100_1,Bing,2022-06-16,128.15385990316256,156.7804580791263
UK B&M,1_100_1,Bing,2022-06-17,87.36309433266982,166.89481298129178
UK B&M,1_100_1,Bing,2022-06-18,138.41889812849493,158.97079805456923
UK B&M,1_100_1,Bing,2022-06-19,170.3991151558318,103.65425523187997
UK B&M,1_100_1,Bing,2022-06-20,101.02463115880185,89.29422475399252
UK B&M,1_100_1,Bing,2022-06-21,119.70644740880107,173.01339100761086
UK B&M,1_100_1,Bing,2022-06-22,98.22989641840027,132.90623396147788
UK B&M,1_100_1,Bing,2022-06-23,104.25343064734973,117.53448020593802
UK B&M,1_100_1,Bing,2022-06-24,77.04409806327085,123.34978106688075
UK B&M,1_100_1,Bing,2022-06-25,114.0547323263892,88.2902602341901
UK B&M,1_100_1,Bing,2022-06-26,136.79431940512717,131.55287125192038
UK B&M,1_100_1,Bing,2022-06-27,93.35611835318784,80.41925362608526
UK B&M,1_100_1,Bing,2022-06-28,95.18708093679273,124.15666897006187
UK B&M,1_100_1,Bing,2022-06-29,94.67796045982291,143.45535121738783
UK B&M,1_100_1,Bing,2022-06-30,71.43166569368256,97.04468890863384
UK B&M,1_100_1,Bing,2022-07-01,114.94303500688753,75.10054444024694
UK B&M,1_100_1,Bing,2022-07-02,88.22976555535354,155.72197875995155
UK B&M,1_100_1,Bing,2022-07-03,124.17018214741881,122.6114979969774
UK B&M,1_100_1,Bing,2022-07-04,107.15697537812946,149.04391415655223
UK B&M,1_100_1,Bing,2022-07-05,114.92344354240116,129.61034444620265
UK B&M,1_100_1,Bing,2022-07-06,146.34954208514645,106.11603505728064
UK B&M,1_100_1,Bing,2022-07-07,106.46251610562408,109.95721228858838
UK B&M,1_100_1,Bing,2022-07-08,90.59879675822599,129.89872858720923
UK B&M,1_100_1,Bing,2022-07-09,113.39159861580939,186.17103737788497
UK B&M,1_100_1,Bing,2022-07-10,115.85293835203294,121.77017331547287
UK B&M,1_100_1,Bing,2022-07-11,106.89324233360117,145.58979139853164
UK B&M,1_100_1,Bing,2022-07-12,117.91932540531386,136.55536935582737
UK B&M,1_100_1,Bing,2022-07-13,115.57760919844554,116.60210146729055
UK B&M,1_100_1,Bing,2022-07-14,109.28860150048115,136.84317382700482
UK B&M,1_100_1,Bing,2022-07-15,101.65643451602995,136.8095138287441
UK B&M,1_100_1,Bing,2022-07-16,110.32813765415943,84.63504423697727
UK B&M,1_100_1,Bing,2022-07-17,142.1172110559901,167.5961526383515
UK B&M,1_100_1,Bing,2022-07-18,95.82762606631215,119.58288736715764
UK B&M,1_100_1,Bing,2022-07-19,87.77342875844015,104.24921665184668
UK B&M,1_100_1,Bing,2022-07-20,102.16208760285582,72.31480282551676
UK B&M,1_100_1,Bing,2022-07-21,85.65440890282203,79.09018096785228
UK B&M,1_100_1,Bing,2022-07-22,91.99078062449998,138.26790134426966
UK B&M,1_100_1,Bing,2022-07-23,104.65525887034832,96.58427625833745
UK B&M,1_100_1,Bing,2022-07-24,101.8542642032525,132.2976210361695
UK B&M,1_100_1,Bing,2022-07-25,78.68884326891711,106.13567766286927
UK B&M,1_100_1,Bing,2022-07-26,116.2833522294465,186.3032738320888
UK B&M,1_100_1,Bing,2022-07-27,82.44943973214998,138.80933327590182
UK B&M,1_100_1,Bing,2022-07-28,95.49762928092687,135.51714780909438
UK B&M,1_100_1,Bing,2022-07-29,97.25362536790188,108.2047906612133
UK B&M,1_100_1,Bing,2022-07-30,96.63130960355836,117.13066625234399
UK B&M,1_100_1,Bing,2022-07-31,79.1896180463891,116.70452307014017
UK B&M,1_100_1,Bing,2022-08-01,113.1131352781577,115.02611781532855
UK B&M,1_100_1,Bing,2022-08-02,72.50309875417331,98.96658721236143
UK B&M,1_100_1,Bing,2022-08-03,102.5495185406666,141.42626586676994
UK B&M,1_100_1,Bing,2022-08-04,93.4650250875705,136.29744823290068
UK B&M,1_100_1,Bing,2022-08-05,87.73859824356528,131.46963230779073
UK B&M,1_100_1,Bing,2022-08-06,94.46038560140074,127.45222727524784
UK B&M,1_100_1,Bing,2022-08-07,88.09850847081718,131.0189168639658
UK B&M,1_100_1,Bing,2022-08-08,94.34842124839804,147.1260283832737
UK B&M,1_100_1,Bing,2022-08-09,122.25018986106436,116.02412743630174
UK B&M,1_100_1,Bing,2022-08-10,79.33140518252006,137.37771454109927
UK B&M,1_100_1,Bing,2022-08-11,71.82525358264054,116.78793627078848
UK B&M,1_100_1,Bing,2022-08-12,124.52667144009219,137.19746103852495
UK B&M,1_100_1,Bing,2022-08-13,95.50955388333546,109.80692668080351
UK B&M,1_100_1,Bing,2022-08-14,103.12139208606354,190.87620140867773
UK B&M,1_100_1,Bing,2022-08-15,84.01146637241035,142.13031783983953
UK B&M,1_100_1,Bing,2022-08-16,97.00710191429592,131.96836763950895
UK B&M,1_100_1,Bing,2022-08-17,101.74385523850631,136.6797841635278
UK B&M,1_100_1,Bing,2022-08-18,86.6451406472205,100.98894277267877
UK B&M,1_100_1,Bing,2022-08-19,150.09839958636582,94.26149975787507
UK B&M,1_100_1,Bing,2022-08-20,108.30192921970023,136.14483956423902
UK B&M,1_100_1,Bing,2022-08-21,87.7622583079673,104.38278881963197
UK B&M,1_100_1,Bing,2022-08-22,98.56234541067373,143.36820705378284
UK B&M,1_100_1,Bing,2022-08-23,101.84616094484554,120.30428062291207
UK B&M,1_100_1,Bing,2022-08-24,105.25142109096508,135.11935337924984
UK B&M,1_100_1,Bing,2022-08-25,89.43975638346967,181.49046715407567
UK B&M,1_100_1,Bing,2022-08-26,94.38142709359789,101.81736407360951
UK B&M,1_100_1,Bing,2022-08-27,87.24900093765788,149.69870313537578
UK B&M,1_100_1,Bing,2022-08-28,74.94072593596323,110.78836325981216
UK B&M,1_100_1,Bing,2022-08-29,88.76112003752152,103.45992091665099
UK B&M,1_100_1,Bing,2022-08-30,76.81787829131748,99.52701288076325
UK B&M,1_100_1,Bing,2022-08-31,104.25634475573816,121.48559281143194
UK B&M,1_100_1,Bing,2022-09-01,71.28574697790663,117.10824052805555
UK B&M,1_100_1,Bing,2022-09-02,84.52951913907802,93.34146013472088
UK B&M,1_100_1,Bing,2022-09-03,91.41018338639817,124.57320703175192
UK B&M,1_100_1,Bing,2022-09-04,92.03332556068419,96.3996910998431
UK B&M,1_100_1,Bing,2022-09-05,119.2676254069997,154.45854866618197
UK B&M,1_100_1,Bing,2022-09-06,75.5038538088687,147.41186903203885
UK B&M,1_100_1,Bing,2022-09-07,86.51231954092681,139.98117194843456
UK B&M,1_100_1,Bing,2022-09-08,94.09272501099983,122.59509829148443
UK B&M,1_100_1,Bing,2022-09-09,111.01456213209286,98.34555466184096
UK B&M,1_100_1,Bing,2022-09-10,63.98751118517503,136.83927878960571
UK B&M,1_100_1,Bing,2022-09-11,99.11802935157911,162.55725457660407
UK B&M,1_100_1,Bing,2022-09-12,86.78574426214469,148.73018912346868
UK B&M,1_100_1,Bing,2022-09-13,99.08197864331086,182.8012777447135
UK B&M,1_100_1,Bing,2022-09-14,108.48723706207278,125.70865431128267
UK B&M,1_100_1,Bing,2022-09-15,110.03549598786694,147.08573192842746
UK B&M,1_100_1,Bing,2022-09-16,98.45618680491657,140.46643593555845
UK B&M,1_100_1,Bing,2022-09-17,135.6228429057796,138.33769837309907
UK B&M,1_100_1,Bing,2022-09-18,69.01182505662204,162.63029691732197
UK B&M,1_100_1,Bing,2022-09-19,91.84028837457493,152.4238141160639
UK B&M,1_100_1,Bing,2022-09-20,113.40996463105115,133.41945668516243
UK B&M,1_100_1,Bing,2022-09-21,108.55380268876395,91.32463628432365
UK B&M,1_100_1,Bing,2022-09-22,82.63757979932834,142.56720850585515
UK B&M,1_100_1,Bing,2022-09-23,113.31695293302808,99.72368135817035
UK B&M,1_100_1,Bing,2022-09-24,108.40502171680623,126.08593194728266
UK B&M,1_100_1,Bing,2022-09-25,85.39369517367763,123.27381811800046
UK B&M,1_100_1,Bing,2022-09-26,75.83689190678793,112.49287895501139
UK B&M,1_100_1,Bing,2022-09-27,77.74063029209199,120.07528333087703
UK B&M,1_100_1,Bing,2022-09-28,129.370404505,124.89370607749662
UK B&M,1_100_1,Bing,2022-09-29,58.07758695559101,100.74431651187551
UK B&M,1_100_1,Bing,2022-09-30,69.91994742106962,156.5497866668289
UK B&M,1_100_1,Bing,2022-10-01,91.09606979490101,156.55756726309806
UK B&M,1_100_1,Bing,2022-10-02,88.79659024771365,153.48555035349708
UK B&M,1_100_1,Bing,2022-10-03,79.24871824084204,141.68444778962285
UK B&M,1_100_1,Bing,2022-10-04,115.57088962403506,148.71334371084077
UK B&M,1_100_1,Bing,2022-10-05,75.90143182141105,88.0116918649979
UK B&M,1_100_1,Bing,2022-10-06,67.49245675512624,170.2899951303705
UK B&M,1_100_1,Bing,2022-10-07,99.27622737465968,125.83133421710819
UK B&M,1_100_1,Bing,2022-10-08,111.75931836683448,109.11288582007886
UK B&M,1_100_1,Bing,2022-10-09,107.53775395007663,99.08074091501496
UK B&M,1_100_1,Bing,2022-10-10,124.11648447911472,113.87012828336833
UK B&M,1_100_1,Bing,2022-10-11,102.84708682187312,89.67261092432325
UK B&M,1_100_1,Bing,2022-10-12,112.21354468557543,154.34539742062086
UK B&M,1_100_1,Bing,2022-10-13,89.6865659034117,118.93318702889371
UK B&M,1_100_1,Bing,2022-10-14,79.08332995709377,112.48860349109633
UK B&M,1_100_1,Bing,2022-10-15,93.46009319351501,147.41962841064336
UK B&M,1_100_1,Bing,2022-10-16,104.11757617394068,88.90143478296505
UK B&M,1_100_1,Bing,2022-10-17,115.67738811018516,126.65464369957994
UK B&M,1_100_1,Bing,2022-10-18,113.29104441495937,98.62075838249007
UK B&M,1_100_1,Bing,2022-10-19,96.64305365429419,103.60148559188266
UK B&M,1_100_1,Bing,2022-10-20,105.93057161856234,91.03691550337379
UK B&M,1_100_1,Bing,2022-10-21,76.61115038361609,115.89637275946323
UK B&M,1_100_1,Bing,2022-10-22,74.50249410110092,120.33490144044652
UK B&M,1_100_1,Bing,2022-10-23,139.58918823802372,155.49051982494478
UK B&M,1_100_1,Bing,2022-10-24,102.07343112141822,104.61066187063716
UK B&M,1_100_1,Bing,2022-10-25,105.85866817750308,115.9054035148915
UK B&M,1_100_1,Bing,2022-10-26,90.27759449071334,79.39317793787824
UK B&M,1_100_1,Bing,2022-10-27,89.99862732809339,104.88868651422807
UK B&M,1_100_1,Bing,2022-10-28,104.63804786105678,139.085817214763
UK B&M,1_100_1,Bing,2022-10-29,92.18687958502801,127.91082367839724
UK B&M,1_100_1,Bing,2022-10-30,83.54780051754716,133.3479258170487
UK B&M,1_100_1,Bing,2022-10-31,114.53834876976842,126.38572671588724
UK B&M,1_100_1,Bing,2022-11-01,115.79317277523413,137.0301996843827
UK B&M,1_100_1,Bing,2022-11-02,100.57946255768684,120.53899236713141
UK B&M,1_100_1,Bing,2022-11-03,109.65985638682147,106.9597157079464
UK B&M,1_100_1,Bing,2022-11-04,175.19883244291105,141.3849179954426
UK B&M,1_100_1,Bing,2022-11-05,90.4410941508565,81.7045252940874
UK B&M,1_100_1,Bing,2022-11-06,116.65795145209728,131.66750607399774
UK B&M,1_100_1,Bing,2022-11-07,103.9899000059433,123.92778978384959
UK B&M,1_100_1,Bing,2022-11-08,124.5950543714863,96.00787741902184
UK B&M,1_100_1,Bing,2022-11-09,127.27346607023621,99.87093382635354
UK B&M,1_100_1,Bing,2022-11-10,88.80168838465144,122.45451298464579
UK B&M,1_100_1,Bing,2022-11-11,61.13573439699516,140.34688400214372
UK B&M,1_100_1,Bing,2022-11-12,154.03674968548634,141.68937557740603
UK B&M,1_100_1,Bing,2022-11-13,141.33206384295252,144.34943788387477
UK B&M,1_100_1,Bing,2022-11-14,99.3707244764879,126.0825728534328
UK B&M,1_100_1,Bing,2022-11-15,62.61714677257917,200.5312515688106
UK B&M,1_100_1,Bing,2022-11-16,77.4704756805679,114.02984554762823
UK B&M,1_100_1,Bing,2022-11-17,113.94740636433363,117.83314892724441
UK B&M,1_100_1,Bing,2022-11-18,118.78111825794284,113.10773821778886
UK B&M,1_100_1,Bing,2022-11-19,111.01067700577225,109.25448020480039
UK B&M,1_100_1,Bing,2022-11-20,98.46377514876735,130.9731679225363
UK B&M,1_100_1,Bing,2022-11-21,133.15876921860112,149.46267292465205
UK B&M,1_100_1,Bing,2022-11-22,99.98317924994436,83.91495917640945
UK B&M,1_100_1,Bing,2022-11-23,98.70094545093808,136.6317813624767
UK B&M,1_100_1,Bing,2022-11-24,86.77309262551738,124.75148417308377
UK B&M,1_100_1,Bing,2022-11-25,92.36577970215139,107.39179364044082
UK B&M,1_100_1,Bing,2022-11-26,89.51733936818425,108.0466468613537
UK B&M,1_100_1,Bing,2022-11-27,82.2343065612223,118.66948561405579
UK B&M,1_100_1,Bing,2022-11-28,106.10203343507101,156.90041160668102
UK B&M,1_100_1,Bing,2022-11-29,54.65154427382362,159.3874508302113
UK B&M,1_100_1,Bing,2022-11-30,77.05079401843528,161.07987881058236
UK B&M,1_100_1,Bing,2022-12-01,89.8062825162419,136.32585030131642
UK B&M,1_100_1,Bing,2022-12-02,87.03493817942133,124.29857385885757
UK B&M,1_100_1,Bing,2022-12-03,93.552564935774,88.6019987518772
UK B&M,1_100_1,Bing,2022-12-04,66.504967652411,114.27962580339107
UK B&M,1_100_1,Bing,2022-12-05,162.74470448420902,99.70468208122591
UK B&M,1_100_1,Bing,2022-12-06,93.65264651435034,121.11061956846198
UK B&M,1_100_1,Bing,2022-12-07,143.50958327805304,86.04796989948619
UK B&M,1_100_1,Bing,2022-12-08,74.44953337553487,134.33454770537307
UK B&M,1_100_1,Bing,2022-12-09,101.5168581516251,122.08275911788078
UK B&M,1_100_1,Bing,2022-12-10,87.86123968826992,131.83008040548938
UK B&M,1_100_1,Bing,2022-12-11,63.47274309630383,134.57421079189928
UK B&M,1_100_1,Bing,2022-12-12,84.2703902763155,111.73704234927776
UK B&M,1_100_1,Bing,2022-12-13,89.33824749110421,111.72637191267546
UK B&M,1_100_1,Bing,2022-12-14,112.40423381140751,170.45325543772068
UK B&M,1_100_1,Bing,2022-12-15,88.83020797106062,103.0320459975996
UK B&M,1_100_1,Bing,2022-12-16,81.90762758536295,140.74835925697127
UK B&M,1_100_1,Bing,2022-12-17,138.71146750774471,183.85146564826903
UK B&M,1_100_1,Bing,2022-12-18,65.91079738230829,132.23131756459364
UK B&M,1_100_1,Bing,2022-12-19,132.12085098286957,94.28398455600387
UK B&M,1_100_1,Bing,2022-12-20,93.06149622427174,129.45983195042902
UK B&M,1_100_1,Bing,2022-12-21,91.20317736592754,107.64190339661755
UK B&M,1_100_1,Bing,2022-12-22,101.68278515128031,116.01810182997767
UK B&M,1_100_1,Bing,2022-12-23,77.18096783430863,117.56308674865933
UK B&M,1_100_1,Bing,2022-12-24,96.30555198365981,108.49977763820701
